Title,Ingredients,Cuisine,Calories,Instructions
Fish Hash (Minilla),"2 quarts water, 4 unpeeled garlic cloves, 1 small unpeeled white onion, left whole, plus 1 large white onion, finely chopped, 6 bay leaves, Salt, 2 pounds firm-fleshed white fish fillets, such as tilefish, red snapper or grouper, cut into 4-inch chunks, 2 tablespoons pure olive oil, 2 tablespoons vegetable oil, 2 medium tomatoes, finely chopped, 1/2 cup coarsely chopped flat-leaf parsley, 1/2 cup coarsely chopped mint, 1 teaspoon thyme leaves, 1/2 cup finely chopped green olives, 1/3 cup chopped pickled jalapeño chiles, 2 teaspoons Garlic Seasoning (Ajo Preparado)",american,1627.11,"Start by gathering the following ingredients: 2 quarts water, 4 unpeeled garlic cloves, 1 small unpeeled white onion, left whole, plus 1 large white onion, finely chopped, 6 bay leaves, Salt, 2 pounds firm-fleshed white fish fillets, such as tilefish, red snapper or grouper, cut into 4-inch chunks, 2 tablespoons pure olive oil, 2 tablespoons vegetable oil, 2 medium tomatoes, finely chopped, 1/2 cup coarsely chopped flat-leaf parsley, 1/2 cup coarsely chopped mint, 1 teaspoon thyme leaves, 1/2 cup finely chopped green olives, 1/3 cup chopped pickled jalapeño chiles, 2 teaspoons Garlic Seasoning (Ajo Preparado). Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Sugar-Conscious, Keto-Friendly, Pescatarian, Mediterranean, Dairy-Free, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free. It contains approximately 1627.11 calories in total."
Sri Lankan Fish Curry,"1 Tbsp. tamarind pulp or 1½ Tbsp. tamarind paste, One 13-oz. can full-fat coconut milk (1½ cups), Kosher salt, 4 Tbsp. vegetable oil, 3 Tbsp. fish curry masala, 1 Tbsp. ground coriander, 1½ tsp. black mustard seeds, 1½ tsp. cumin seeds, 1½ tsp. fennel seeds, 1 tsp. fenugreek seeds, 12 fresh curry leaves (or substitute thawed frozen), 2 small green chiles, such as jalapeños or serranos, seeded and thinly sliced (optional), 2 medium onions, thinly sliced (2 cups), 3 Tbsp. ginger-garlic paste, ½ lb. eggplant (1–2 small), cut into ½-in.-thick wedges (2¼ cups), 4 oz. okra, stems removed and cut into 2-in. pieces (1 packed cup), 3 small tomatoes, quartered (2 cups), 2 lb. meaty fish, such as bluefish, cod, mackerel, or salmon, cut into 3-in. pieces, 3 Tbsp. coarsely chopped cilantro leaves and tender stems, for garnish, Steamed rice, dosas, or naan, for serving","indian, south east asian",2941.61,"Start by gathering the following ingredients: 1 Tbsp. tamarind pulp or 1½ Tbsp. tamarind paste, One 13-oz. can full-fat coconut milk (1½ cups), Kosher salt, 4 Tbsp. vegetable oil, 3 Tbsp. fish curry masala, 1 Tbsp. ground coriander, 1½ tsp. black mustard seeds, 1½ tsp. cumin seeds, 1½ tsp. fennel seeds, 1 tsp. fenugreek seeds, 12 fresh curry leaves (or substitute thawed frozen), 2 small green chiles, such as jalapeños or serranos, seeded and thinly sliced (optional), 2 medium onions, thinly sliced (2 cups), 3 Tbsp. ginger-garlic paste, ½ lb. eggplant (1–2 small), cut into ½-in.-thick wedges (2¼ cups), 4 oz. okra, stems removed and cut into 2-in. pieces (1 packed cup), 3 small tomatoes, quartered (2 cups), 2 lb. meaty fish, such as bluefish, cod, mackerel, or salmon, cut into 3-in. pieces, 3 Tbsp. coarsely chopped cilantro leaves and tender stems, for garnish, Steamed rice, dosas, or naan, for serving. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Pescatarian, Mediterranean, Peanut-Free, Tree-Nut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 2941.61 calories in total."
Crispy Fish with Charred Corn and Sun Gold Salsa Recipe,"4 boneless white-fleshed fish fillets, 6 to 8 ounces each (such as whitefish or tilapia), 3 tablespoons fresh juice from about 3 limes, plus more to taste, Kosher salt, 4 1/2 tablespoons canola oil, divided, 3 cups fresh corn kernels, from about 4 ears corn, 3 cups Sun Gold tomatoes, quartered, 1 to 2 jalapeños, stemmed, seeded, chopped (about 3 tablespoons), 1/2 large white onion, chopped (about 3/4 cup), 2 medium garlic cloves, minced (about 2 teaspoons), Handful fresh cilantro, chopped, 1/2 cup flour, 3 tablespoons butter",south american,2504.3,"Start by gathering the following ingredients: 4 boneless white-fleshed fish fillets, 6 to 8 ounces each (such as whitefish or tilapia), 3 tablespoons fresh juice from about 3 limes, plus more to taste, Kosher salt, 4 1/2 tablespoons canola oil, divided, 3 cups fresh corn kernels, from about 4 ears corn, 3 cups Sun Gold tomatoes, quartered, 1 to 2 jalapeños, stemmed, seeded, chopped (about 3 tablespoons), 1/2 large white onion, chopped (about 3/4 cup), 2 medium garlic cloves, minced (about 2 teaspoons), Handful fresh cilantro, chopped, 1/2 cup flour, 3 tablespoons butter. Prepare the dish categorized as a starter. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the starter hot. This dish is suitable for Pescatarian, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 2504.3 calories in total."
Fish in Curried Coconut Sauce,"1½ teaspoons vegetable oil, 1 cup chopped onions, 2 cloves garlic, minced, 2 teaspoons curry powder, 1 teaspoon finely grated fresh ginger, One 14½-ounce can whole tomatoes, with juice, 1 tablespoon lemon juice, 1 teaspoon kosher salt, ¼ teaspoon freshly ground pepper, 2 tablespoons shredded sweetened coconut, 1 to 1 1/3 pounds thick fish fillets, cut into 1-inch pieces",south east asian,786.63,"Start by gathering the following ingredients: 1½ teaspoons vegetable oil, 1 cup chopped onions, 2 cloves garlic, minced, 2 teaspoons curry powder, 1 teaspoon finely grated fresh ginger, One 14½-ounce can whole tomatoes, with juice, 1 tablespoon lemon juice, 1 teaspoon kosher salt, ¼ teaspoon freshly ground pepper, 2 tablespoons shredded sweetened coconut, 1 to 1 1/3 pounds thick fish fillets, cut into 1-inch pieces. Prepare the dish categorized as a condiments and sauces. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the condiments and sauces hot. This dish is suitable for Keto-Friendly, Pescatarian, Mediterranean, Dairy-Free, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 786.63 calories in total."
Parchment-Baked Fish and Tomatoes,"1 (8-oz.) package haricots verts (thin green beans), 1 red bell pepper, thinly sliced, ½ small red onion, thinly sliced, 2 large tomatoes, chopped, 2 tablespoons drained capers, ⅓ cup green olives, quartered, Parchment paper, 4 (4- to 5-oz.) fresh white fish fillets (such as snapper, triggerfish, flounder, or grouper), 1 teaspoon table salt, ½ teaspoon freshly ground black pepper, 2 tablespoons olive oil, 1 lemon, quartered, ¼ cup torn fresh basil",south east asian,787.61,"Start by gathering the following ingredients: 1 (8-oz.) package haricots verts (thin green beans), 1 red bell pepper, thinly sliced, ½ small red onion, thinly sliced, 2 large tomatoes, chopped, 2 tablespoons drained capers, ⅓ cup green olives, quartered, Parchment paper, 4 (4- to 5-oz.) fresh white fish fillets (such as snapper, triggerfish, flounder, or grouper), 1 teaspoon table salt, ½ teaspoon freshly ground black pepper, 2 tablespoons olive oil, 1 lemon, quartered, ¼ cup torn fresh basil. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Keto-Friendly, Pescatarian, Paleo, Mediterranean, DASH, Dairy-Free, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 787.61 calories in total."
Seared Fish with Artichoke Relish,"3 tbsp. olive oil, 1 medium onion, Kosher salt and pepper, 2 stalk celery, 2 clove garlic, 1 can artichoke hearts, ¼ c. pitted green olives, 1 tbsp. red wine vinegar, ½ c. fresh flat-leaf parsley, ¼ c. roasted almonds, 4 piece skinless white fish fillets (such as cod, striped bass, halibut or tilapia), 1 c. couscous, ¼ c. tomato sauce",mediterranean,1607.81,"Start by gathering the following ingredients: 3 tbsp. olive oil, 1 medium onion, Kosher salt and pepper, 2 stalk celery, 2 clove garlic, 1 can artichoke hearts, ¼ c. pitted green olives, 1 tbsp. red wine vinegar, ½ c. fresh flat-leaf parsley, ¼ c. roasted almonds, 4 piece skinless white fish fillets (such as cod, striped bass, halibut or tilapia), 1 c. couscous, ¼ c. tomato sauce. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Sugar-Conscious, Pescatarian, Mediterranean, Dairy-Free, Egg-Free, Peanut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 1607.81 calories in total."
Wedding Fish Soup,"1 pound firm fleshed white fish, cut in 1"" chunks, 12 shrimp, uncooked in shell (30), 12 sea scallops, small, 1 onion, small, chopped, 3 garlic cloves, smashed and roughly chopped, 3 celery ribs, diced, 1 14.5 oz can diced tomatoes w/ juice, 4 cups chicken stock, 1 cup dry white wine, 1 teaspoon fresh thyme, 2 bay leaves, 1 rosemary sprig, 1/2 fennel bulb, thin sliced then chopped (reserve fronds for garnish), 2 tablespoons prepared chunky style salsa, 1/2 teaspoon red pepper flakes, to taste, salt and pepper to taste, 1 teaspoon pernod, optional, 2 tablespoons extra virgin olive oil",south east asian,1547.2,"Start by gathering the following ingredients: 1 pound firm fleshed white fish, cut in 1"" chunks, 12 shrimp, uncooked in shell (30), 12 sea scallops, small, 1 onion, small, chopped, 3 garlic cloves, smashed and roughly chopped, 3 celery ribs, diced, 1 14.5 oz can diced tomatoes w/ juice, 4 cups chicken stock, 1 cup dry white wine, 1 teaspoon fresh thyme, 2 bay leaves, 1 rosemary sprig, 1/2 fennel bulb, thin sliced then chopped (reserve fronds for garnish), 2 tablespoons prepared chunky style salsa, 1/2 teaspoon red pepper flakes, to taste, salt and pepper to taste, 1 teaspoon pernod, optional, 2 tablespoons extra virgin olive oil. Prepare the dish categorized as a soup. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the soup hot. This dish is suitable for Dairy-Free, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Pork-Free, Red-Meat-Free, Mustard-Free, Sesame-Free, Lupine-Free. It contains approximately 1547.2 calories in total."
White Fish Escabeche Tacos,"Salt and freshly ground pepper, six 6-ounce thin fillets of white flakey fish (Alaska cod, black cod, sole, rockfish, and pollock), cut into 3-inch pieces, 1/2 cup flour, for dredging, 3/4 cup olive oil, divided, 1 large sweet onion, julienned, 2 large garlic cloves, thinly sliced, 2 carrots, julienned, 2 red bell peppers, seeded and julienned, 1 yellow bell pepper, seeded and julienned, 1 cup sherry vinegar or good quality white vinegar, 1 jalapeño or Fresno chile, sliced in thin rings (seeded if you are spice wimp like me), 2 bay leaves, 6 allspice berries, 1/4 cup roughly chopped parsley, 18 small corn or flour tortillas, for serving, chopped fresh tomato, for serving, sour cream or Greek yogurt, for serving",mexican,4044.98,"Start by gathering the following ingredients: Salt and freshly ground pepper, six 6-ounce thin fillets of white flakey fish (Alaska cod, black cod, sole, rockfish, and pollock), cut into 3-inch pieces, 1/2 cup flour, for dredging, 3/4 cup olive oil, divided, 1 large sweet onion, julienned, 2 large garlic cloves, thinly sliced, 2 carrots, julienned, 2 red bell peppers, seeded and julienned, 1 yellow bell pepper, seeded and julienned, 1 cup sherry vinegar or good quality white vinegar, 1 jalapeño or Fresno chile, sliced in thin rings (seeded if you are spice wimp like me), 2 bay leaves, 6 allspice berries, 1/4 cup roughly chopped parsley, 18 small corn or flour tortillas, for serving, chopped fresh tomato, for serving, sour cream or Greek yogurt, for serving. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Pescatarian, Mediterranean, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 4044.98 calories in total."
Grilled Fish with Watermelon Salsa,"2 Pounds fish fillets*, 1 Tablespoon vegetable oil, Kosher salt and freshly ground black pepper, to taste, 1/2 Cup cilantro, chopped, 2 small tomatoes, diced finely, 1/2 small yellow or white onion, diced finely, 1 jalapeño, chopped, 2 Cups diced watermelon, Salt, to taste",mexican,1161.22,"Start by gathering the following ingredients: 2 Pounds fish fillets*, 1 Tablespoon vegetable oil, Kosher salt and freshly ground black pepper, to taste, 1/2 Cup cilantro, chopped, 2 small tomatoes, diced finely, 1/2 small yellow or white onion, diced finely, 1 jalapeño, chopped, 2 Cups diced watermelon, Salt, to taste. Prepare the dish categorized as a condiments and sauces. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the condiments and sauces hot. This dish is suitable for Pescatarian, Mediterranean, Dairy-Free, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 1161.22 calories in total."
Springy Broccoli Fish Soup,"2 Big tomatoes, 1 Big red bell pepper, 1-2 Broccoli Stalks, 1 Red onion, 2 Cod Fillets, 2 cups Vegetable Broth, Teaspoon Black Pepper, Basil,, 1 Garlic Clove",american,560.9,"Start by gathering the following ingredients: 2 Big tomatoes, 1 Big red bell pepper, 1-2 Broccoli Stalks, 1 Red onion, 2 Cod Fillets, 2 cups Vegetable Broth, Teaspoon Black Pepper, Basil,, 1 Garlic Clove. Prepare the dish categorized as a soup. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the soup hot. This dish is suitable for Sugar-Conscious, Keto-Friendly, Pescatarian, Mediterranean, Dairy-Free, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, No oil added, Sulfite-Free, Kosher. It contains approximately 560.9 calories in total."
Moqueca (Brazilian Fish Stew),"1 1⁄2 lb. boneless, skinless catfish filets, cut into 2″ pieces, 8 oz. medium shrimp, peeled and deveined, 1⁄4 cup fresh lime juice, 8 cloves garlic, minced, Kosher salt and freshly ground black pepper, to taste, 3 tbsp. olive oil, 1 1⁄2 small yellow onions (1 minced, 1/2 thinly sliced), 1 Italian frying pepper, stemmed, seeded (half minced, half thinly sliced), 2 plum tomatoes, cored (1 minced, 1 thinly sliced), 1 cup fish or vegetable stock, 1 cup coconut milk, 2 tbsp. palm oil (available at My Natural Market), 1⁄4 cup minced cilantro, 1⁄2 cup minced Thai basil leaves, Cooked white rice, to serve","south east asian, south american",2192.78,"Start by gathering the following ingredients: 1 1⁄2 lb. boneless, skinless catfish filets, cut into 2″ pieces, 8 oz. medium shrimp, peeled and deveined, 1⁄4 cup fresh lime juice, 8 cloves garlic, minced, Kosher salt and freshly ground black pepper, to taste, 3 tbsp. olive oil, 1 1⁄2 small yellow onions (1 minced, 1/2 thinly sliced), 1 Italian frying pepper, stemmed, seeded (half minced, half thinly sliced), 2 plum tomatoes, cored (1 minced, 1 thinly sliced), 1 cup fish or vegetable stock, 1 cup coconut milk, 2 tbsp. palm oil (available at My Natural Market), 1⁄4 cup minced cilantro, 1⁄2 cup minced Thai basil leaves, Cooked white rice, to serve. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Sugar-Conscious, Keto-Friendly, Pescatarian, Dairy-Free, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Pork-Free, Red-Meat-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free. It contains approximately 2192.78 calories in total."
Canh Chua Cá (Sour Fish Soup),"1 tbsp. canola oil, 1 small yellow onion, thinly sliced, 2 tbsp. Asian tamarind concentrate, 1 1⁄2 tbsp. Vietnamese fish sauce, 1 1⁄2 tsp. sugar, Kosher salt, to taste, 12 oz. catfish filets, cut into 1″ pieces, 1 cup cubed fresh pineapple, 8 oz. okra, cut into 1″ pieces, 2 cups mung bean sprouts, 1 tsp. ground cumin, 2 plum tomatoes, cored, cut into wedges, 6 sprigs cilantro, chopped, Cooked white rice, for serving",south east asian,1074.28,"Start by gathering the following ingredients: 1 tbsp. canola oil, 1 small yellow onion, thinly sliced, 2 tbsp. Asian tamarind concentrate, 1 1⁄2 tbsp. Vietnamese fish sauce, 1 1⁄2 tsp. sugar, Kosher salt, to taste, 12 oz. catfish filets, cut into 1″ pieces, 1 cup cubed fresh pineapple, 8 oz. okra, cut into 1″ pieces, 2 cups mung bean sprouts, 1 tsp. ground cumin, 2 plum tomatoes, cored, cut into wedges, 6 sprigs cilantro, chopped, Cooked white rice, for serving. Prepare the dish categorized as a soup. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the soup hot. This dish is suitable for Pescatarian, Dairy-Free, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Alcohol-Free. It contains approximately 1074.28 calories in total."
Baja Fish Tacos,"1 large red onion, halved lengthways, thinly sliced, 2 small green jalapeños, 2/3 cup rice vinegar, 1 tablespoon lime juice, 1 heaped teaspoon sea salt, 1/2 cup mayonnaise, 1/2 cup sour cream, 2 teaspoons lime juice, plus extra to taste, 1 teaspoon finely grated lime zest, Pinch of sea salt, 2 tablespoons mayonnaise, 3/4 teaspoon lime juice, 2 drops jalapeño Tabasco sauce, 1/2 small head green cabbage, thinly sliced, Sea salt and ground black pepper, 1/4 cup olive oil, 1/2 teaspoon chili powder, or to taste, 1 1/2 teaspoons dried oregano, 1/2 teaspoon ground cumin, 1/4 cup cilantro leaves, chopped, 1 green jalapeño, chopped, 1 lb flaky white fish filets, Sea salt and ground black pepper, Corn tortillas, for serving",mexican,2423.97,"Start by gathering the following ingredients: 1 large red onion, halved lengthways, thinly sliced, 2 small green jalapeños, 2/3 cup rice vinegar, 1 tablespoon lime juice, 1 heaped teaspoon sea salt, 1/2 cup mayonnaise, 1/2 cup sour cream, 2 teaspoons lime juice, plus extra to taste, 1 teaspoon finely grated lime zest, Pinch of sea salt, 2 tablespoons mayonnaise, 3/4 teaspoon lime juice, 2 drops jalapeño Tabasco sauce, 1/2 small head green cabbage, thinly sliced, Sea salt and ground black pepper, 1/4 cup olive oil, 1/2 teaspoon chili powder, or to taste, 1 1/2 teaspoons dried oregano, 1/2 teaspoon ground cumin, 1/4 cup cilantro leaves, chopped, 1 green jalapeño, chopped, 1 lb flaky white fish filets, Sea salt and ground black pepper, Corn tortillas, for serving. Prepare the dish categorized as a bread. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the bread hot. This dish is suitable for Pescatarian, Gluten-Free, Wheat-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 2423.97 calories in total."
Ecuadorian Coconut Fish Stew (Encocado de Pescado),"2 pounds Fillets of firm white fish such as halibut or monkfish, 1 Large red onion, 3 Bell peppers (2 greens, 1 red), 4 Plum tomatoes, 3/4 cup Pure coconut Water, 3/4 cup Coconut Milk, 1 cup Coconut Pulp (pure, if you can find it, otherwise use unsweetened shredded coconut), 1/2 cup Fresh cilantro + more for garnish, 4 Cloves of garlic, 1 teaspoon Paprika, 1 teaspoon Cumin, 1 teaspoon Ground coriander, Olive oil for cooking, Salt and Pepper, 1/2 Bird's Eye Chili (optional)",south american,2264.13,"Start by gathering the following ingredients: 2 pounds Fillets of firm white fish such as halibut or monkfish, 1 Large red onion, 3 Bell peppers (2 greens, 1 red), 4 Plum tomatoes, 3/4 cup Pure coconut Water, 3/4 cup Coconut Milk, 1 cup Coconut Pulp (pure, if you can find it, otherwise use unsweetened shredded coconut), 1/2 cup Fresh cilantro + more for garnish, 4 Cloves of garlic, 1 teaspoon Paprika, 1 teaspoon Cumin, 1 teaspoon Ground coriander, Olive oil for cooking, Salt and Pepper, 1/2 Bird's Eye Chili (optional). Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Pescatarian, Paleo, Mediterranean, Dairy-Free, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 2264.13 calories in total."
Tomato and Dill Fish,"1 cup brown rice, 1 teaspoon unbleached or all-purpose flour, 1 teaspoon cornmeal, 1 pound halibut or whiting fillet or steak, 1 tablespoon butter or butter substitute, 4 medium tomatoes, peeled and chopped, 1 small onion, chopped, 6 sprigs fresh dill, chopped, 4 sprigs fresh parsley, chopped, 1 lemon, cut into 8 slices",south east asian,1366.84,"Start by gathering the following ingredients: 1 cup brown rice, 1 teaspoon unbleached or all-purpose flour, 1 teaspoon cornmeal, 1 pound halibut or whiting fillet or steak, 1 tablespoon butter or butter substitute, 4 medium tomatoes, peeled and chopped, 1 small onion, chopped, 6 sprigs fresh dill, chopped, 4 sprigs fresh parsley, chopped, 1 lemon, cut into 8 slices. Prepare the dish categorized as a starter. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the starter hot. This dish is suitable for Sugar-Conscious, Pescatarian, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 1366.84 calories in total."
